"","x"
"32082","cg16395183"
"32083","cg02130404"
"32084","cg06858459"
"32085","cg20089180"
"32086","cg09766710"
"32087","cg00351202"
"32088","cg12648482"
"32089","cg18920427"
"32090","cg07661754"
"32091","cg06452681"
"32092","cg10220527"
"32093","cg08912840"
"32094","cg21524199"
"32095","cg14083801"
"32096","cg07860140"
"32097","cg09421126"
"32098","cg05989669"
"32099","cg01731360"
"32100","cg09657136"
"32101","ch.3.3938922F"
"32102","cg06707139"
"32103","cg04114723"
"32104","ch.8.104563527R"
"32105","cg17076573"
"32106","cg24376311"
"32107","ch.13.50757403R"
"32108","cg26382696"
"32109","cg08348949"
"32110","cg07360644"
"32111","cg17079788"
"32112","cg06841069"
"32113","cg03429255"
"32114","cg10549227"
"32115","cg05543443"
"32116","cg24044254"
"32117","cg10780525"
"32118","cg23057170"
"32119","cg07318834"
"32120","cg12841692"
"32121","cg17127291"
"32122","ch.7.2860922R"
"32123","cg26652054"
"32124","cg22733608"
"32125","cg02014475"
"32126","cg02173067"
"32127","cg04842472"
"32128","cg03102729"
"32129","cg09139287"
"32130","cg17977173"
"32131","cg06784036"
"32132","cg09545764"
"32133","ch.16.50203954R"
"32134","cg02312712"
"32135","cg10316662"
"32136","cg22232048"
"32137","cg24304880"
"32138","cg00752077"
"32139","cg16108090"
"32140","cg04838627"
"32141","cg13476932"
"32142","cg03308881"
"32143","cg25265824"
"32144","ch.4.165600943F"
"32145","cg02683461"
"32146","cg27152299"
"32147","cg06868699"
"32148","cg27051231"
"32149","cg22251401"
"32150","cg19506309"
"32151","cg05079548"
"32152","cg14725804"
"32153","cg11510714"
"32154","cg16320398"
"32155","cg23123918"
"32156","cg08334022"
"32157","cg09448879"
"32158","cg11524593"
"32159","cg23641672"
"32160","cg19441028"
"32161","cg18742207"
"32162","cg00798601"
"32163","cg19715314"
"32164","cg05731278"
"32165","cg11306361"
"32166","cg27506377"
"32167","cg26526315"
"32168","cg02934633"
"32169","cg25841265"
"32170","cg06491147"
"32171","cg00065226"
"32172","cg09611690"
"32173","cg12317217"
"32174","cg06686106"
"32175","cg06560588"
"32176","cg06564803"
"32177","cg13147721"
"32178","cg01283202"
"32179","cg10092241"
"32180","cg16197388"
"32181","cg20553058"
"32182","cg07747871"
"32183","cg02484345"
"32184","cg07747875"
"32185","cg06694869"
"32186","cg14140403"
"32187","cg12648691"
"32188","cg14762316"
"32189","cg09405334"
"32190","cg22606179"
"32191","cg14170835"
"32192","cg15240852"
"32193","cg00455876"
"32194","cg06194885"
"32195","cg22051776"
"32196","cg14843143"
"32197","cg20802333"
"32198","cg21142000"
"32199","cg03921396"
"32200","cg16214245"
"32201","cg25495951"
"32202","cg10441640"
"32203","cg26842096"
"32204","cg08328842"
"32205","cg20976708"
"32206","cg08276328"
"32207","cg20552012"
"32208","cg22116966"
"32209","cg08689158"
"32210","cg01763902"
"32211","cg19535375"
"32212","cg08141049"
"32213","cg20038038"
"32214","cg09499256"
"32215","cg13791183"
"32216","cg06184906"
"32217","cg12170649"
"32218","cg04839289"
"32219","cg11390504"
"32220","cg12127356"
"32221","cg22095238"
"32222","cg18720113"
"32223","cg03391642"
"32224","cg25250013"
"32225","cg21377680"
"32226","cg14550828"
"32227","cg19203504"
"32228","cg05225581"
"32229","cg02454560"
"32230","cg13625620"
"32231","cg26246880"
"32232","cg01623282"
"32233","cg15408512"
"32234","cg14053639"
"32235","cg07287698"
"32236","cg01299388"
"32237","ch.1.169608016R"
"32238","cg04155147"
"32239","cg10891008"
"32240","cg22022441"
"32241","cg01837016"
"32242","cg04095711"
"32243","cg15720491"
"32244","cg14357455"
"32245","cg09192086"
"32246","cg08584230"
"32247","cg15720498"
"32248","cg15022313"
"32249","cg16718537"
"32250","cg14451730"
"32251","cg24704082"
"32252","cg14209317"
"32253","cg03792839"
"32254","cg03464560"
"32255","cg26138202"
"32256","cg10111134"
"32257","cg26399035"
"32258","cg19929967"
"32259","cg02814525"
"32260","cg05194689"
"32261","cg17619208"
"32262","cg11560197"
"32263","cg22299782"
"32264","cg26564960"
"32265","cg14475036"
"32266","cg22730398"
"32267","cg14375944"
"32268","cg15623339"
"32269","cg21204606"
"32270","cg19287220"
"32271","cg15135595"
"32272","cg13549760"
"32273","cg26335633"
"32274","cg24181911"
"32275","cg15852312"
"32276","ch.11.130657691R"
"32277","ch.2.165639268R"
"32278","cg17210130"
"32279","cg00764514"
"32280","cg25815065"
"32281","cg24792671"
"32282","cg17854641"
"32283","cg16803846"
"32284","cg21827221"
"32285","cg25819914"
"32286","cg19735538"
"32287","cg15014811"
"32288","cg22030214"
"32289","cg10334837"
"32290","cg26706403"
"32291","cg05010309"
"32292","cg02969923"
"32293","cg15704280"
"32294","cg21590497"
"32295","cg04752053"
"32296","cg04056966"
"32297","cg18285188"
"32298","cg20162580"
"32299","cg02125554"
"32300","cg25820033"
"32301","cg11806813"
"32302","cg06754664"
"32303","cg19635571"
"32304","cg09908014"
"32305","cg02752243"
"32306","cg06468862"
"32307","cg02923906"
"32308","cg03049693"
"32309","cg02859709"
"32310","cg00489394"
"32311","cg01035072"
"32312","cg18264526"
"32313","cg08471420"
"32314","cg02059635"
"32315","cg00587465"
"32316","cg10016122"
"32317","cg27257566"
"32318","cg03462348"
"32319","cg15893396"
"32320","cg22013019"
"32321","cg25490276"
"32322","cg06903151"
"32323","cg01835509"
"32324","cg22622477"
"32325","cg11305792"
"32326","cg12619165"
"32327","cg11147888"
"32328","cg24547873"
"32329","cg24222992"
"32330","cg06525145"
"32331","ch.1.1854513R"
"32332","cg05816442"
"32333","ch.14.85271447F"
"32334","cg18036143"
"32335","cg23484912"
"32336","cg08739648"
"32337","cg12036389"
"32338","cg14995803"
"32339","cg10019095"
"32340","cg17097119"
"32341","cg26811079"
"32342","cg25625600"
"32343","cg08039281"
"32344","cg02652072"
"32345","cg03211626"
"32346","cg11678250"
"32347","cg22802167"
"32348","cg00971885"
"32349","cg00979288"
"32350","cg21183461"
"32351","cg26375284"
"32352","cg09726125"
"32353","cg16296017"
"32354","cg09786062"
"32355","cg07332388"
"32356","cg06465151"
"32357","cg14999833"
"32358","cg09995631"
"32359","cg01484569"
"32360","cg22758504"
"32361","cg18468019"
"32362","cg11705432"
"32363","cg03384892"
"32364","cg10488777"
"32365","ch.14.1488981R"
"32366","ch.7.1667959R"
"32367","cg20855001"
"32368","cg24828811"
"32369","cg24096925"
"32370","cg19178561"
"32371","cg15754755"
"32372","cg05047209"
"32373","cg22416672"
"32374","cg13869635"
"32375","cg24429622"
"32376","ch.17.29716121R"
"32377","cg04630827"
"32378","cg04501947"
"32379","cg25951256"
"32380","cg15056205"
"32381","cg07529750"
"32382","cg16546340"
"32383","cg04992752"
"32384","cg00616705"
"32385","cg23693380"
"32386","cg19775763"
"32387","cg13167518"
"32388","cg03327327"
"32389","cg01305174"
"32390","ch.X.1126021R"
"32391","cg19411932"
"32392","cg20741528"
"32393","cg06516543"
"32394","cg14990970"
"32395","cg23652093"
"32396","cg21100690"
"32397","cg25579656"
"32398","cg22934677"
"32399","cg12230293"
"32400","cg05939513"
"32401","cg14444297"
"32402","cg22860556"
"32403","cg08289482"
"32404","cg05288324"
"32405","cg04012282"
"32406","cg27333441"
"32407","cg06330621"
"32408","cg11209988"
"32409","cg18970800"
"32410","cg08104023"
"32411","cg12100411"
"32412","cg03969305"
"32413","cg18418586"
"32414","ch.9.1678974F"
"32415","cg11069461"
"32416","cg18386103"
"32417","cg04357841"
"32418","cg22466448"
"32419","cg07229500"
"32420","cg26406475"
"32421","cg09672737"
"32422","cg09580920"
"32423","cg00712547"
"32424","cg14892886"
"32425","cg02288770"
"32426","cg21830726"
"32427","cg02196458"
"32428","cg08834691"
"32429","cg11949172"
"32430","cg04227945"
"32431","cg02622782"
"32432","cg09567596"
"32433","cg13013473"
"32434","ch.11.2495959R"
"32435","cg19877209"
"32436","ch.3.1209178R"
"32437","cg13994730"
"32438","cg17220512"
"32439","ch.5.2119577R"
"32440","cg03909849"
"32441","cg06717137"
"32442","cg18615222"
"32443","cg11080192"
"32444","cg12482231"
"32445","cg15786664"
"32446","cg13866204"
"32447","cg04479472"
"32448","cg01867854"
"32449","cg24299929"
"32450","cg15967169"
"32451","cg26932054"
"32452","cg13675133"
"32453","cg09765906"
"32454","cg05985522"
"32455","cg26815404"
"32456","cg18115481"
"32457","cg20399011"
"32458","cg01324000"
"32459","cg06819656"
"32460","cg09102030"
"32461","cg24573207"
"32462","ch.4.3427878R"
"32463","cg08550882"
"32464","cg02277326"
"32465","cg13759931"
"32466","cg16627090"
"32467","cg23698393"
"32468","cg24453123"
"32469","cg15176895"
"32470","cg02996355"
"32471","cg09305478"
"32472","cg04181013"
"32473","cg12915715"
"32474","cg15177410"
"32475","cg24104627"
"32476","cg24104623"
"32477","cg17652150"
"32478","cg07882546"
"32479","cg00185829"
"32480","cg04333863"
"32481","cg09686800"
"32482","cg11003984"
"32483","cg09163516"
"32484","cg26355737"
"32485","cg12526287"
"32486","cg15733632"
"32487","cg25370414"
"32488","cg17692792"
"32489","cg08773640"
"32490","cg04835613"
"32491","cg04533088"
"32492","cg22925171"
"32493","cg17412974"
"32494","cg01828661"
"32495","cg21274067"
"32496","cg05870631"
"32497","cg26599002"
"32498","cg19343600"
"32499","cg13579926"
"32500","cg18479565"
"32501","cg10235275"
"32502","cg06233745"
"32503","cg07772898"
"32504","cg00075844"
"32505","cg01687217"
"32506","cg10034990"
"32507","cg18555245"
"32508","cg09058061"
"32509","cg03179419"
"32510","cg12765138"
"32511","cg12980798"
"32512","cg04410039"
"32513","cg26162794"
"32514","cg09864190"
"32515","cg26529712"
"32516","cg12050434"
"32517","cg23641964"
"32518","cg15037596"
"32519","cg03574712"
"32520","cg18538276"
"32521","cg26670636"
"32522","cg24177517"
"32523","cg00694180"
"32524","cg05127456"
"32525","cg08580838"
"32526","cg09875053"
"32527","cg17451879"
"32528","cg22680139"
"32529","cg12102181"
"32530","cg05131102"
"32531","cg09268338"
"32532","cg21806233"
"32533","cg05305060"
"32534","cg05673425"
"32535","cg19856594"
"32536","cg15360378"
"32537","ch.9.1352789F"
"32538","cg23088403"
"32539","cg14336803"
"32540","cg12251111"
"32541","cg12183549"
"32542","cg26307624"
"32543","cg26689710"
"32544","cg01176782"
"32545","cg21572730"
"32546","cg06447436"
"32547","cg26505052"
"32548","cg23996873"
"32549","cg26598350"
"32550","cg23642334"
"32551","cg14913210"
"32552","cg14851468"
"32553","cg07066356"
"32554","cg21806580"
"32555","cg22900519"
"32556","ch.2.166260884R"
"32557","cg27022334"
"32558","cg02197192"
"32559","cg06290572"
"32560","ch.19.33331025R"
"32561","cg10354811"
"32562","cg04636881"
"32563","cg17825231"
"32564","cg05657208"
"32565","cg16847604"
"32566","cg07505391"
"32567","cg17027033"
"32568","cg18616228"
"32569","cg01869157"
"32570","cg13027544"
"32571","cg15663265"
"32572","cg10352418"
"32573","ch.2.4756204R"
"32574","cg14839087"
"32575","cg10522818"
"32576","cg10924293"
"32577","cg06908919"
"32578","cg02959006"
"32579","cg11963280"
"32580","cg00826626"
"32581","cg08825291"
"32582","cg07930940"
"32583","cg08479717"
"32584","cg16572268"
"32585","cg09630109"
"32586","cg09788161"
"32587","cg04061622"
"32588","cg04289078"
"32589","cg06192818"
"32590","cg04865814"
"32591","cg06213484"
"32592","cg11340603"
"32593","cg05848463"
"32594","ch.4.43738163F"
"32595","cg24124798"
"32596","cg05572164"
"32597","cg24569030"
"32598","cg07614125"
"32599","cg11161550"
"32600","cg02732164"
"32601","cg27133310"
"32602","cg23723262"
"32603","cg23255774"
"32604","cg24580035"
"32605","cg21124175"
"32606","cg05282889"
"32607","cg20539350"
"32608","cg05429374"
"32609","cg25849876"
"32610","cg05304005"
"32611","cg26320173"
"32612","cg04388075"
"32613","cg26129220"
"32614","cg13833527"
"32615","cg02932904"
"32616","cg25623886"
"32617","cg00116709"
"32618","cg07632663"
"32619","cg18358700"
"32620","cg15765801"
"32621","cg08905624"
"32622","cg15281032"
"32623","cg24858116"
"32624","cg09366887"
"32625","cg16778714"
"32626","cg06365607"
"32627","cg17233935"
"32628","cg13401531"
"32629","cg08598108"
"32630","cg03243835"
"32631","cg16879596"
"32632","cg22122098"
"32633","cg14235030"
"32634","cg07392520"
"32635","cg00914033"
"32636","cg22069388"
"32637","cg09851120"
"32638","cg05576262"
"32639","cg07831032"
"32640","cg00804745"
"32641","ch.1.1767330R"
"32642","cg22633988"
"32643","cg12393411"
"32644","ch.2.111833563R"
"32645","cg11571442"
"32646","cg22872002"
"32647","ch.17.75722220R"
"32648","cg00322618"
"32649","cg03155271"
"32650","cg10054980"
"32651","cg26252135"
"32652","cg23053516"
"32653","cg16950941"
"32654","cg10054984"
"32655","cg02600413"
"32656","cg02972098"
"32657","cg15825373"
"32658","cg00774458"
"32659","cg23743911"
"32660","cg10591825"
"32661","cg21464596"
"32662","cg10564826"
"32663","cg15169471"
"32664","ch.14.1387929R"
"32665","cg00390120"
"32666","cg15648444"
"32667","cg12253859"
"32668","cg24461062"
"32669","cg11163848"
"32670","cg26847438"
"32671","cg11056235"
"32672","cg06353725"
"32673","cg12843022"
"32674","cg05612744"
"32675","cg13270018"
"32676","cg23885971"
"32677","cg26729101"
"32678","cg15043720"
"32679","ch.4.157207369R"
"32680","cg11913137"
"32681","cg15271029"
"32682","cg13675319"
"32683","cg01710449"
"32684","cg10147329"
"32685","cg00117896"
"32686","cg14222964"
"32687","ch.11.868182R"
"32688","cg20078025"
"32689","cg00047532"
"32690","cg13845351"
"32691","cg12456552"
"32692","cg02402214"
"32693","cg01801842"
"32694","cg01285435"
"32695","cg20802214"
"32696","cg07259733"
"32697","cg01388988"
"32698","cg15059743"
"32699","cg01550473"
"32700","cg03331224"
"32701","cg22622676"
"32702","cg05444312"
"32703","cg01466678"
"32704","ch.5.942599F"
"32705","cg17204313"
"32706","cg10923219"
"32707","ch.2.109048761R"
"32708","cg14979609"
"32709","cg26114595"
"32710","cg11746498"
"32711","cg27274706"
"32712","cg13568946"
"32713","cg11424472"
"32714","ch.2.6773348R"
"32715","cg21001008"
"32716","cg03678938"
"32717","cg22646937"
"32718","cg04981952"
"32719","cg04315923"
"32720","cg24948829"
"32721","cg17086808"
"32722","cg09124018"
"32723","cg06174877"
"32724","cg08216447"
"32725","cg01809540"
"32726","cg07403728"
"32727","cg07507801"
"32728","cg13103280"
"32729","cg25653886"
"32730","ch.7.135065R"
"32731","cg23616241"
"32732","cg20258753"
"32733","cg06560422"
"32734","cg01271835"
"32735","cg14384228"
"32736","cg20935057"
"32737","cg08801436"
"32738","cg26075208"
"32739","cg01133413"
"32740","cg05881156"
"32741","cg25889504"
"32742","cg24702918"
"32743","cg13896861"
"32744","cg17306814"
"32745","cg17514291"
"32746","cg10802977"
"32747","cg22764186"
"32748","cg25991761"
"32749","cg25032756"
"32750","cg04351185"
"32751","cg08616516"
"32752","cg18937897"
"32753","cg20634798"
"32754","cg20288105"
"32755","cg16786971"
"32756","cg11936089"
"32757","cg00832199"
"32758","cg17919212"
"32759","ch.7.96796200F"
"32760","cg12311510"
"32761","cg03207536"
"32762","cg01305327"
"32763","cg00903375"
"32764","cg05456652"
"32765","cg08745461"
"32766","cg11974937"
"32767","cg22165480"
"32768","cg01038940"
"32769","cg21720999"
"32770","cg09802186"
"32771","cg02716450"
"32772","cg14695524"
"32773","cg12622027"
"32774","cg04869838"
"32775","cg16797818"
"32776","cg06712867"
"32777","cg05008367"
"32778","cg05377165"
"32779","cg00564555"
"32780","cg10088985"
"32781","cg04833898"
"32782","cg23285059"
"32783","cg01821126"
"32784","cg20894936"
"32785","cg19265948"
"32786","cg11902554"
"32787","cg18566727"
"32788","cg01565777"
"32789","cg13679311"
"32790","cg03566142"
"32791","cg06177754"
"32792","cg16757248"
"32793","cg02109086"
"32794","cg21903079"
"32795","cg27219574"
"32796","cg01406061"
"32797","cg27161488"
"32798","cg04431876"
"32799","cg18299634"
"32800","cg23166787"
"32801","cg23874587"
"32802","cg05009018"
"32803","cg09152479"
"32804","cg01712432"
"32805","cg27179002"
"32806","cg02911211"
"32807","cg17448109"
"32808","cg26512459"
"32809","cg23161251"
"32810","cg04608406"
"32811","cg05723200"
"32812","cg08009313"
"32813","cg16521643"
"32814","cg07107580"
"32815","cg12625263"
"32816","cg27397735"
"32817","cg16489602"
"32818","cg26316511"
"32819","cg21984635"
"32820","cg01358406"
"32821","cg15225364"
"32822","cg19193155"
"32823","ch.13.90643811R"
"32824","cg06656005"
"32825","cg22402291"
"32826","cg09795688"
"32827","cg07314603"
"32828","cg26624031"
"32829","cg00164038"
"32830","cg21030536"
"32831","cg21539371"
"32832","cg15475977"
"32833","cg24752300"
"32834","cg09988129"
"32835","cg19988798"
"32836","cg01157952"
"32837","cg13891898"
"32838","cg16519842"
"32839","cg02793323"
"32840","cg23873916"
"32841","cg10517018"
"32842","cg09991951"
"32843","cg04380269"
"32844","cg09069886"
"32845","cg06611850"
"32846","ch.14.628538R"
"32847","cg00735023"
"32848","cg00572504"
"32849","cg14018412"
"32850","cg08004698"
"32851","cg16349724"
"32852","cg10093475"
"32853","cg10474284"
"32854","cg17932055"
"32855","cg09236434"
"32856","cg25734951"
"32857","cg07037045"
"32858","ch.7.137597056R"
"32859","cg10347555"
"32860","cg04483754"
"32861","cg05941129"
"32862","cg26238031"
"32863","cg24289524"
"32864","cg23776522"
"32865","ch.5.1450929R"
"32866","cg11673833"
"32867","cg22107546"
"32868","cg21823605"
"32869","cg03173713"
"32870","cg02954563"
"32871","cg16935999"
"32872","cg16580556"
"32873","cg08313842"
"32874","cg07833209"
"32875","cg20108910"
"32876","cg00523901"
"32877","cg22041507"
"32878","cg24168538"
"32879","cg19405941"
"32880","cg06374204"
"32881","cg09294072"
"32882","cg27548270"
"32883","cg23627040"
"32884","cg18867708"
"32885","cg18203965"
"32886","cg22597438"
"32887","cg05907976"
"32888","cg27089125"
"32889","cg26647135"
"32890","cg17746130"
"32891","ch.19.476355R"
"32892","cg19733514"
"32893","cg12813805"
"32894","cg20856239"
"32895","ch.1.194336624R"
"32896","cg16402443"
"32897","cg05230176"
"32898","cg22949767"
"32899","cg04291221"
"32900","cg04771820"
"32901","cg10335931"
"32902","cg14794043"
"32903","cg18298927"
"32904","cg15150550"
"32905","ch.13.1354568F"
"32906","cg00629928"
"32907","cg03225452"
"32908","cg11433344"
"32909","cg26020008"
"32910","cg18711081"
"32911","cg03133777"
"32912","cg00161515"
"32913","cg03516636"
"32914","cg04345559"
"32915","cg22561567"
"32916","ch.10.2734064R"
"32917","cg12102432"
"32918","cg21218128"
"32919","cg12728543"
"32920","cg02192967"
"32921","cg23320334"
"32922","cg13481239"
"32923","cg27072212"
"32924","cg14204395"
"32925","cg01385850"
"32926","cg02656341"
"32927","cg08888381"
"32928","ch.19.714487R"
"32929","cg14443396"
"32930","ch.13.39564907R"
"32931","cg03627705"
"32932","cg22989659"
"32933","ch.12.827006R"
"32934","cg12933116"
"32935","cg14012014"
"32936","cg03400512"
"32937","cg21448033"
"32938","cg25560268"
"32939","cg09761478"
"32940","cg21660040"
"32941","cg04212047"
"32942","cg04975846"
"32943","cg03649060"
"32944","cg01181233"
"32945","cg01692616"
"32946","cg22058467"
"32947","cg00408720"
"32948","cg12721145"
"32949","cg02276269"
"32950","cg15563974"
"32951","cg16074393"
"32952","ch.2.47429853F"
"32953","cg04048887"
"32954","cg02276263"
"32955","cg19213194"
"32956","cg20391833"
"32957","cg01023403"
"32958","cg11231240"
"32959","cg25235068"
"32960","cg06053850"
"32961","cg13430777"
"32962","cg23050227"
"32963","cg22934006"
"32964","cg12566762"
"32965","cg23917817"
"32966","ch.1.159606180R"
"32967","cg25572189"
"32968","cg15759937"
"32969","cg03062952"
"32970","cg08411833"
"32971","cg12245770"
"32972","cg15340334"
"32973","cg23272880"
"32974","cg05581880"
"32975","cg26370226"
"32976","cg25410310"
"32977","cg02025206"
"32978","cg26987367"
"32979","cg17725136"
"32980","cg21904654"
"32981","cg16599996"
"32982","cg27496615"
"32983","cg19593229"
"32984","cg12373195"
"32985","cg08524816"
"32986","cg08775793"
"32987","cg03997176"
"32988","cg09312996"
"32989","cg03760158"
"32990","cg17479192"
"32991","cg00697654"
"32992","cg16436004"
"32993","cg06002471"
"32994","cg26366649"
"32995","cg16370389"
"32996","cg00597602"
"32997","cg22059735"
"32998","cg11231864"
"32999","cg04560163"
"33000","cg01714921"
"33001","cg15810578"
"33002","cg04453550"
"33003","cg11510515"
"33004","cg03407889"
"33005","ch.5.2522686R"
"33006","cg06599927"
"33007","cg21149807"
"33008","cg04200524"
"33009","cg11309891"
"33010","cg15904420"
"33011","cg19826350"
"33012","cg23710475"
"33013","cg14122723"
"33014","cg26649140"
"33015","cg23612484"
"33016","cg10448687"
"33017","cg10336309"
"33018","cg21216010"
"33019","cg23019935"
"33020","cg03266123"
"33021","ch.2.4817431F"
"33022","cg06563713"
"33023","cg20680798"
"33024","cg11407373"
"33025","cg03520496"
"33026","cg04172395"
"33027","cg16368054"
"33028","cg19858311"
"33029","cg01892980"
"33030","cg04413261"
"33031","cg20105087"
"33032","cg09504104"
"33033","cg08039385"
"33034","cg06212945"
"33035","ch.8.153539F"
"33036","cg07109351"
"33037","cg07337720"
"33038","cg02473889"
"33039","cg13160738"
"33040","cg01562825"
"33041","cg06272895"
"33042","cg15678678"
"33043","cg24469596"
"33044","ch.7.51839018F"
"33045","cg23328109"
"33046","cg20713898"
"33047","cg00014748"
"33048","cg04944595"
"33049","cg17384889"
"33050","cg06548442"
"33051","cg09182939"
"33052","cg07870293"
"33053","cg04886382"
"33054","cg14017036"
"33055","cg00745463"
"33056","cg11784319"
"33057","cg20485361"
"33058","cg03189453"
"33059","cg27610521"
"33060","cg05553342"
"33061","cg03474577"
"33062","cg20042692"
"33063","cg00941203"
"33064","cg08548718"
"33065","cg12880777"
"33066","cg11953974"
"33067","cg26399903"
"33068","cg15461748"
"33069","cg12353452"
"33070","cg01174428"
"33071","cg21269893"
"33072","cg11586239"
"33073","cg10895682"
"33074","cg19710691"
"33075","cg27158084"
"33076","cg02678520"
"33077","cg10677245"
"33078","cg16438674"
"33079","cg21349645"
"33080","cg19342764"
"33081","cg14952802"
"33082","cg04706597"
"33083","cg02090762"
"33084","cg20034712"
"33085","cg05287321"
"33086","cg12860753"
"33087","cg02076598"
"33088","cg13938785"
"33089","cg11800577"
"33090","cg23787009"
"33091","ch.8.2527088R"
"33092","cg21520715"
"33093","cg23376467"
"33094","cg01678701"
"33095","cg19070139"
"33096","cg03254146"
"33097","cg09469670"
"33098","cg13522187"
"33099","cg10949413"
"33100","cg23529269"
"33101","cg03289801"
"33102","cg05626738"
"33103","cg20777740"
"33104","cg18231760"
"33105","cg24758201"
"33106","cg02819404"
"33107","cg14962943"
"33108","cg24802193"
"33109","cg02639619"
"33110","cg18002475"
"33111","cg25032595"
"33112","cg03263043"
"33113","cg02487331"
"33114","cg01683000"
"33115","cg03388569"
"33116","cg20028661"
"33117","cg13975989"
"33118","cg11190354"
"33119","cg05653481"
"33120","cg02188142"
"33121","cg26228746"
"33122","cg20254293"
"33123","cg09297252"
"33124","cg08434295"
"33125","cg16207305"
"33126","cg09294937"
"33127","cg14282170"
"33128","cg02533736"
"33129","cg22261158"
"33130","cg10667489"
"33131","cg18481241"
"33132","cg23637354"
"33133","cg08867464"
"33134","cg09824849"
"33135","cg14394011"
"33136","cg18882670"
"33137","cg23225234"
"33138","cg11441416"
"33139","cg08052120"
"33140","cg19470840"
"33141","cg26095694"
"33142","cg20161771"
"33143","cg01725474"
"33144","ch.9.25423502R"
"33145","cg04488529"
"33146","cg15123180"
"33147","cg15007326"
"33148","cg19585676"
"33149","cg02775804"
"33150","cg04694875"
"33151","cg03129962"
"33152","cg03730280"
"33153","cg05377415"
"33154","cg06212165"
"33155","cg01126567"
"33156","cg08263589"
"33157","cg01924644"
"33158","cg01633517"
"33159","cg06319785"
"33160","cg18058157"
"33161","cg26446674"
"33162","cg14564161"
"33163","cg06673956"
"33164","cg11786428"
"33165","cg08546016"
"33166","cg24394771"
"33167","cg16541353"
"33168","cg18078177"
"33169","cg22480490"
"33170","cg21567404"
"33171","cg11667643"
"33172","cg01099299"
"33173","cg21963583"
"33174","cg09014415"
"33175","cg24239056"
"33176","cg09284719"
"33177","cg15040616"
"33178","cg05922028"
"33179","cg19546613"
"33180","cg02833532"
"33181","cg02404685"
"33182","cg00649211"
"33183","cg01283712"
"33184","cg12489675"
"33185","cg08197448"
"33186","cg09599259"
"33187","cg21540970"
"33188","cg10399922"
"33189","cg04795638"
"33190","ch.12.12432R"
"33191","cg25643600"
"33192","cg00234855"
"33193","cg07269000"
"33194","cg12882389"
"33195","cg20341836"
"33196","cg12844913"
"33197","cg25028901"
"33198","cg08908004"
"33199","cg00920691"
"33200","cg11244648"
"33201","cg13046801"
"33202","cg13789938"
"33203","ch.X.652438R"
"33204","cg19042950"
"33205","cg03705718"
"33206","cg15462502"
"33207","cg10193743"
"33208","cg08961793"
"33209","cg05818129"
"33210","cg19148305"
"33211","cg10544839"
"33212","cg09219970"
"33213","cg14382564"
"33214","ch.2.6726424R"
"33215","cg17677413"
"33216","ch.8.1681415R"
"33217","cg01932215"
"33218","ch.1.238173264R"
"33219","cg05761535"
"33220","cg12679749"
"33221","cg17462468"
"33222","cg05853266"
"33223","cg06968817"
"33224","cg24612893"
"33225","cg19852158"
"33226","cg13947830"
"33227","cg20046859"
"33228","cg08918383"
"33229","cg01135538"
"33230","cg05713149"
"33231","cg23211257"
"33232","cg04446501"
"33233","cg15006748"
"33234","cg20554822"
"33235","cg07917842"
"33236","cg06037511"
"33237","cg02948541"
"33238","ch.6.2849527R"
"33239","cg25820791"
"33240","cg27349302"
"33241","cg16080015"
"33242","cg01227445"
"33243","cg13552431"
"33244","ch.11.50107818R"
"33245","cg27656070"
"33246","cg19451848"
"33247","cg15797175"
"33248","cg08198401"
"33249","cg04287168"
"33250","cg25987082"
"33251","cg09781791"
"33252","cg25181900"
"33253","cg11369485"
"33254","cg24193797"
"33255","cg16161135"
"33256","cg10115148"
"33257","cg17491656"
"33258","cg14421779"
"33259","cg16318235"
"33260","cg20758932"
"33261","cg00820958"
"33262","cg22641542"
"33263","cg27022678"
"33264","ch.3.2567129F"
"33265","cg09398466"
"33266","cg02831260"
"33267","cg12949483"
"33268","cg15280245"
"33269","cg04668642"
"33270","cg05960576"
"33271","cg01598983"
"33272","cg01429471"
"33273","cg08315130"
"33274","cg15400652"
"33275","ch.1.949135F"
"33276","cg21765753"
"33277","cg18637184"
"33278","cg24394288"
"33279","cg24734347"
"33280","ch.1.145732754R"
"33281","cg08023458"
"33282","cg00134041"
"33283","cg21162356"
"33284","cg19325508"
"33285","cg21162351"
"33286","cg02039712"
"33287","cg20717585"
"33288","cg08805500"
"33289","cg16320888"
"33290","cg11673505"
"33291","cg17376861"
"33292","cg05629015"
"33293","cg01490040"
"33294","cg11171259"
"33295","cg12591125"
"33296","cg20279479"
"33297","cg02066621"
"33298","cg11179184"
"33299","cg19376664"
"33300","cg02198625"
"33301","cg08979720"
"33302","cg18832632"
"33303","cg26907768"
"33304","ch.1.3036304F"
"33305","cg22093885"
"33306","cg06049751"
"33307","cg21909782"
"33308","cg19583722"
"33309","cg03367558"
"33310","cg14170437"
"33311","cg00087098"
"33312","cg20009594"
"33313","cg07450641"
"33314","cg22657457"
"33315","cg15601859"
"33316","cg08519270"
"33317","cg19012961"
"33318","cg25833031"
"33319","cg15201115"
"33320","cg07004727"
"33321","cg18915009"
"33322","cg24113449"
"33323","cg00700466"
"33324","cg02691325"
"33325","cg09140422"
"33326","cg05801374"
"33327","ch.21.551389R"
"33328","cg06616202"
"33329","cg13955647"
"33330","cg11382666"
